id,created_at,english_title,original_language,screening_city,date_of_showing,showtime,cinema,english_href,screening_type,hebrew_title,hebrew_href,dub_language,screening_tech,tmdb_id,run_id
8f7e4621-2dd6-444a-9ac8-9c9b9e48607c,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,12:40:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-306414&languageid=en_gb,Not Just Cinema,זה עובד,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-306414&languageid=he_IL,,2D,1140498,169
6aa7cd09-7645-48fe-2bf9-499347c41386,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,14:30:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-346553&languageid=en_gb,Not Just Cinema,זה עובד,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-346553&languageid=he_IL,,2D,1140498,169
8e81448c-6d52-1765-9735-ff86869d453b,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,15:50:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-777903&languageid=en_gb,Not Just Cinema,זה עובד,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-777903&languageid=he_IL,,2D,1140498,169
b73aca5c-f798-ec3e-1aec-2eb02cc9ef16,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,18:40:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-521427&languageid=en_gb,Not Just Cinema,זה עובד,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-521427&languageid=he_IL,,2D,1140498,169
473a13cf-753f-55b2-1f14-954356f404b7,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,20:00:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-403977&languageid=en_gb,Not Just Cinema,זה עובד,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-403977&languageid=he_IL,,2D,1140498,169
2005c35e-63ed-2b7f-dc8c-3576aff4b03f,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,10:30:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-033089&languageid=en_gb,Not Just Cinema,מרטי סופרים,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-033089&languageid=he_IL,,2D,1317288,169
fdb1809a-f97f-79e2-255a-ba839170c9a1,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,14:30:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-130666&languageid=en_gb,Not Just Cinema,מרטי סופרים,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-130666&languageid=he_IL,,2D,1317288,169
78c9038a-43fb-c777-ff1a-3be27f52b673,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,15:50:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-001104&languageid=en_gb,Not Just Cinema,מרטי סופרים,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-001104&languageid=he_IL,,2D,1317288,169
b3c58f6c-a145-6903-a567-119ebf35e18e,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,18:40:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-319500&languageid=en_gb,Not Just Cinema,מרטי סופרים,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-319500&languageid=he_IL,,2D,1317288,169
8722f5a8-ce78-8806-2536-011f4d1d6a08,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,20:00:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-918662&languageid=en_gb,Not Just Cinema,מרטי סופרים,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-918662&languageid=he_IL,,2D,1317288,169
5d8fd476-a1a3-115f-54a4-c4afb80089e5,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,21:20:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-109117&languageid=en_gb,Not Just Cinema,מרטי סופרים,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-109117&languageid=he_IL,,2D,1317288,169
93b21dbc-f9f2-b750-d7d4-c19467df86b3,2026-03-02 12:00:00+00,Queen Mom,French,Haifa,2026-03-02,13:50:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-233860&languageid=en_gb,Not Just Cinema,המלכה האם,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-233860&languageid=he_IL,,2D,1063873,169
96b90975-1c67-b115-8c48-a60194b60c06,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,11:00:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-295012&languageid=en_gb,Not Just Cinema,להתאהב ברומא,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-295012&languageid=he_IL,,2D,1291335,169
995aa918-361e-47dd-83d9-54e199564568,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,17:00:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-700373&languageid=en_gb,Not Just Cinema,להתאהב ברומא,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-700373&languageid=he_IL,,2D,1291335,169
6f43b37a-878a-b0cb-1e4e-2cca3a26dade,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,19:40:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-604214&languageid=en_gb,Not Just Cinema,להתאהב ברומא,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-604214&languageid=he_IL,,2D,1291335,169
541ddef2-85c4-2c30-c08b-d8608e529d7d,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,20:30:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-220236&languageid=en_gb,Not Just Cinema,להתאהב ברומא,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-220236&languageid=he_IL,,2D,1291335,169
684f1dd5-8071-5096-1e27-da6a21155db6,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,21:45:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-634932&languageid=en_gb,Not Just Cinema,להתאהב ברומא,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-634932&languageid=he_IL,,2D,1291335,169
348cbd1f-10ef-8491-64e0-7724e52fa7d7,2026-03-02 12:00:00+00,Somebody to Love,Italian,Haifa,2026-03-02,11:00:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-227716&languageid=en_gb,Not Just Cinema,השגעון שלנו,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-227716&languageid=he_IL,,2D,1312157,169
debbe1cd-9280-8698-12c9-eeb368cc8bae,2026-03-02 12:00:00+00,The Soundman,Dutch,Haifa,2026-03-02,19:40:00,Hot Cinema,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-425032&languageid=en_gb,Not Just Cinema,רדיו בריסל,https://tickets.hotcinema.co.il/site/1195/tickets?code=1195-425032&languageid=he_IL,,2D,1529023,169
2fb10512-4238-c81c-cbf5-15c83e47e8d3,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,15:15:00,Movieland,https://tickets.movieland.co.il/order/996396?lang=en,Regular,אנקת גבהים,https://tickets.movieland.co.il/order/996396?lang=he,,2D,1316092,242
9269cc1b-aeac-5878-edb7-249dd9844a2e,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,16:30:00,Movieland,https://tickets.movieland.co.il/order/465308?lang=en,Regular,אנקת גבהים,https://tickets.movieland.co.il/order/465308?lang=he,,2D,1316092,242
45eb2d74-3027-6fc6-eaac-4ef1982d8adb,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,17:45:00,Movieland,https://tickets.movieland.co.il/order/302593?lang=en,Regular,אנקת גבהים,https://tickets.movieland.co.il/order/302593?lang=he,,2D,1316092,242
d004212e-f08c-4cc4-abe7-e87930fdc656,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,19:00:00,Movieland,https://tickets.movieland.co.il/order/912552?lang=en,Regular,אנקת גבהים,https://tickets.movieland.co.il/order/912552?lang=he,,2D,1316092,242
16c480fc-68b8-fc1e-5b88-434ca2c536cc,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,20:15:00,Movieland,https://tickets.movieland.co.il/order/579915?lang=en,Regular,אנקת גבהים,https://tickets.movieland.co.il/order/579915?lang=he,,2D,1316092,242
0b05897a-5cf1-8d14-1e22-b38c504a11e8,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,21:30:00,Movieland,https://tickets.movieland.co.il/order/817638?lang=en,Regular,אנקת גבהים,https://tickets.movieland.co.il/order/817638?lang=he,,2D,1316092,242
1a25a197-b7f4-054b-4814-060027782b85,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,22:30:00,Movieland,https://tickets.movieland.co.il/order/176508?lang=en,Regular,אנקת גבהים,https://tickets.movieland.co.il/order/176508?lang=he,,2D,1316092,242
5d108137-fead-6114-ff2f-08fd0ad5f571,2026-03-02 12:00:00+00,DJ Ahmet,Macedonian,Haifa,2026-03-02,22:30:00,Movieland,https://tickets.movieland.co.il/order/821026?lang=en,Regular,להזיז הרים,https://tickets.movieland.co.il/order/821026?lang=he,,2D,1400743,242
7c68342f-8e45-0fdd-0818-d6644dc4f479,2026-03-02 12:00:00+00,GOAT,English,Haifa,2026-03-02,14:00:00,Movieland,https://tickets.movieland.co.il/order/489002?lang=en,Regular,להעז בגדול,https://tickets.movieland.co.il/order/489002?lang=he,,2D,1297842,242
a51121ce-ee83-4069-ef7a-d5b64afde796,2026-03-02 12:00:00+00,GOAT,English,Haifa,2026-03-02,17:00:00,Movieland,https://tickets.movieland.co.il/order/009673?lang=en,Regular,להעז בגדול,https://tickets.movieland.co.il/order/009673?lang=he,,2D,1297842,242
6c63d304-1e27-81a4-c69f-b2cec6da3de7,2026-03-02 12:00:00+00,GOAT,English,Haifa,2026-03-02,19:00:00,Movieland,https://tickets.movieland.co.il/order/224453?lang=en,Regular,להעז בגדול,https://tickets.movieland.co.il/order/224453?lang=he,,2D,1297842,242
7a2e94ae-ad7a-d06e-a504-e26badf7e5b3,2026-03-02 12:00:00+00,GOAT,English,Haifa,2026-03-02,22:30:00,Movieland,https://tickets.movieland.co.il/order/559401?lang=en,Regular,להעז בגדול,https://tickets.movieland.co.il/order/559401?lang=he,,2D,1297842,242
726fa8d8-0532-4f24-6518-ce30213cf212,2026-03-02 12:00:00+00,"Good Luck, Have Fun, Don't Die",English,Haifa,2026-03-02,10:15:00,Movieland,https://tickets.movieland.co.il/order/993693?lang=en,Regular,"בהצלחה, תהנו, אל תמותו",https://tickets.movieland.co.il/order/993693?lang=he,,2D,1119449,242
e0d44c3f-b32c-d781-984f-9d3f356be2ef,2026-03-02 12:00:00+00,"Good Luck, Have Fun, Don't Die",English,Haifa,2026-03-02,16:30:00,Movieland,https://tickets.movieland.co.il/order/188854?lang=en,Regular,"בהצלחה, תהנו, אל תמותו",https://tickets.movieland.co.il/order/188854?lang=he,,2D,1119449,242
7624a984-a625-ccad-60bc-0e141f07852a,2026-03-02 12:00:00+00,"Good Luck, Have Fun, Don't Die",English,Haifa,2026-03-02,20:15:00,Movieland,https://tickets.movieland.co.il/order/572756?lang=en,Regular,"בהצלחה, תהנו, אל תמותו",https://tickets.movieland.co.il/order/572756?lang=he,,2D,1119449,242
9884e0b4-8d91-b669-8f19-34fd1556f44f,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,10:15:00,Movieland,https://tickets.movieland.co.il/order/312865?lang=en,Regular,זה עובד,https://tickets.movieland.co.il/order/312865?lang=he,,2D,1140498,242
28bef17a-e182-bc35-9809-100fd32474a3,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,11:30:00,Movieland,https://tickets.movieland.co.il/order/244683?lang=en,Regular,זה עובד,https://tickets.movieland.co.il/order/244683?lang=he,,2D,1140498,242
2c9029da-0c55-7eb8-743c-c637564b137f,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,12:45:00,Movieland,https://tickets.movieland.co.il/order/230445?lang=en,Regular,זה עובד,https://tickets.movieland.co.il/order/230445?lang=he,,2D,1140498,242
5c184373-c4d7-657f-b3a4-28126131b0f1,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,14:00:00,Movieland,https://tickets.movieland.co.il/order/166772?lang=en,Regular,זה עובד,https://tickets.movieland.co.il/order/166772?lang=he,,2D,1140498,242
32255f0f-5dae-0925-5903-3f410b719f02,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,15:15:00,Movieland,https://tickets.movieland.co.il/order/220383?lang=en,Regular,זה עובד,https://tickets.movieland.co.il/order/220383?lang=he,,2D,1140498,242
393ba8c3-600c-9c0e-0a5f-76862fc87ae9,2026-03-02 12:00:00+00,Is This Thing On?,English,Haifa,2026-03-02,22:30:00,Movieland,https://tickets.movieland.co.il/order/642559?lang=en,Regular,זה עובד,https://tickets.movieland.co.il/order/642559?lang=he,,2D,1140498,242
c4115ba7-c3f4-c542-6402-712d7fe64854,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,10:15:00,Movieland,https://tickets.movieland.co.il/order/967023?lang=en,Regular,מרטי סופרים,https://tickets.movieland.co.il/order/967023?lang=he,,2D,1317288,242
7166caf2-0e87-c3f5-81cb-31254953b004,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,11:30:00,Movieland,https://tickets.movieland.co.il/order/217336?lang=en,Regular,מרטי סופרים,https://tickets.movieland.co.il/order/217336?lang=he,,2D,1317288,242
784b55eb-773e-00fe-b446-019aa2bc7ba1,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,12:45:00,Movieland,https://tickets.movieland.co.il/order/981317?lang=en,Regular,מרטי סופרים,https://tickets.movieland.co.il/order/981317?lang=he,,2D,1317288,242
40cd995f-6f2d-7a0b-1407-60e8f7345451,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,14:00:00,Movieland,https://tickets.movieland.co.il/order/351231?lang=en,Regular,מרטי סופרים,https://tickets.movieland.co.il/order/351231?lang=he,,2D,1317288,242
a73cda18-80dc-7755-c432-89bb8c3eae75,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,15:15:00,Movieland,https://tickets.movieland.co.il/order/994505?lang=en,Regular,מרטי סופרים,https://tickets.movieland.co.il/order/994505?lang=he,,2D,1317288,242
3872f0c4-dccc-dd36-99da-83809df9ea27,2026-03-02 12:00:00+00,Marty Supreme,English,Haifa,2026-03-02,16:30:00,Movieland,https://tickets.movieland.co.il/order/002910?lang=en,Regular,מרטי סופרים,https://tickets.movieland.co.il/order/002910?lang=he,,2D,1317288,242
d2c79387-8ffc-1f16-7d93-aa71f8572764,2026-03-02 12:00:00+00,Queen Mom,French,Haifa,2026-03-02,11:30:00,Movieland,https://tickets.movieland.co.il/order/967750?lang=en,Regular,המלכה האם,https://tickets.movieland.co.il/order/967750?lang=he,,2D,1063873,242
32e7c187-1d80-3f4b-f127-cfa8ae478123,2026-03-02 12:00:00+00,Queen Mom,French,Haifa,2026-03-02,19:00:00,Movieland,https://tickets.movieland.co.il/order/872411?lang=en,Regular,המלכה האם,https://tickets.movieland.co.il/order/872411?lang=he,,2D,1063873,242
6ce4743f-830e-895c-f1b8-2660bd824a34,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,12:45:00,Movieland,https://tickets.movieland.co.il/order/872250?lang=en,Regular,להתאהב ברומא,https://tickets.movieland.co.il/order/872250?lang=he,,2D,1291335,242
09a3b8c2-1cf5-e25c-af8d-36b2f879bb9d,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,14:00:00,Movieland,https://tickets.movieland.co.il/order/686451?lang=en,Regular,להתאהב ברומא,https://tickets.movieland.co.il/order/686451?lang=he,,2D,1291335,242
eb0abe22-c5f9-fc52-62f4-fd04c388e46c,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,15:15:00,Movieland,https://tickets.movieland.co.il/order/947905?lang=en,Regular,להתאהב ברומא,https://tickets.movieland.co.il/order/947905?lang=he,,2D,1291335,242
fae53847-2764-70dc-d32a-92612141c931,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,16:30:00,Movieland,https://tickets.movieland.co.il/order/974958?lang=en,Regular,להתאהב ברומא,https://tickets.movieland.co.il/order/974958?lang=he,,2D,1291335,242
6018aeaf-8933-e116-dce2-6168b8c3b908,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,17:45:00,Movieland,https://tickets.movieland.co.il/order/745705?lang=en,Regular,להתאהב ברומא,https://tickets.movieland.co.il/order/745705?lang=he,,2D,1291335,242
c505cfba-2d1f-70bf-b56a-f944748e85aa,2026-03-02 12:00:00+00,Solo Mio,English,Haifa,2026-03-02,19:00:00,Movieland,https://tickets.movieland.co.il/order/687697?lang=en,Regular,להתאהב ברומא,https://tickets.movieland.co.il/order/687697?lang=he,,2D,1291335,242
45fb260f-2dc5-20d3-e901-457bc4bcec55,2026-03-02 12:00:00+00,Somebody to Love,Italian,Haifa,2026-03-02,12:45:00,Movieland,https://tickets.movieland.co.il/order/394153?lang=en,Regular,השגעון שלנו,https://tickets.movieland.co.il/order/394153?lang=he,,2D,1312157,242
c09e2858-ec02-b7f9-14c1-5367f1737901,2026-03-02 12:00:00+00,Somebody to Love,Italian,Haifa,2026-03-02,16:30:00,Movieland,https://tickets.movieland.co.il/order/664770?lang=en,Regular,השגעון שלנו,https://tickets.movieland.co.il/order/664770?lang=he,,2D,1312157,242
aa1f4279-0ddc-b00a-d0f3-4bc89b9d3a4d,2026-03-02 12:00:00+00,Somebody to Love,Italian,Haifa,2026-03-02,20:15:00,Movieland,https://tickets.movieland.co.il/order/487567?lang=en,Regular,השגעון שלנו,https://tickets.movieland.co.il/order/487567?lang=he,,2D,1312157,242
bdc5aee6-7c40-397d-efd9-8b02ab927109,2026-03-02 12:00:00+00,The Soundman,Dutch,Haifa,2026-03-02,11:30:00,Movieland,https://tickets.movieland.co.il/order/689669?lang=en,Regular,רדיו בריסל,https://tickets.movieland.co.il/order/689669?lang=he,,2D,1529023,242
a81407a3-89bf-cea0-af51-81432fa3cfd1,2026-03-02 12:00:00+00,The Soundman,Dutch,Haifa,2026-03-02,15:15:00,Movieland,https://tickets.movieland.co.il/order/161718?lang=en,Regular,רדיו בריסל,https://tickets.movieland.co.il/order/161718?lang=he,,2D,1529023,242
b4760c4a-0d68-4f6d-5f79-9ec155e06aa4,2026-03-02 12:00:00+00,The Soundman,Dutch,Haifa,2026-03-02,19:00:00,Movieland,https://tickets.movieland.co.il/order/177321?lang=en,Regular,רדיו בריסל,https://tickets.movieland.co.il/order/177321?lang=he,,2D,1529023,242
b4dcd372-b2a1-91cb-8243-c5ad8e0cdae1,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,10:20:00,Yes Planet,https://tickets5.planetcinema.co.il/order/097739?lang=en,Regular,אנקת גבהים,https://tickets5.planetcinema.co.il/order/097739?lang=he,,2D,1316092,242
88bd868f-adce-dcb8-dd31-d6a715d32ca2,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,12:30:00,Yes Planet,https://tickets5.planetcinema.co.il/order/954399?lang=en,Regular,אנקת גבהים,https://tickets5.planetcinema.co.il/order/954399?lang=he,,2D,1316092,242
de738496-dae3-07e4-c16f-1c49c6220206,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,15:10:00,Yes Planet,https://tickets5.planetcinema.co.il/order/056695?lang=en,Regular,אנקת גבהים,https://tickets5.planetcinema.co.il/order/056695?lang=he,,2D,1316092,242
b1b3e69b-c50d-a518-5d96-38a57635e5fa,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,17:30:00,Yes Planet,https://tickets5.planetcinema.co.il/order/335239?lang=en,Regular,אנקת גבהים,https://tickets5.planetcinema.co.il/order/335239?lang=he,,2D,1316092,242
bdacdfb1-acd7-f9cb-3342-3d81530e3562,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,20:10:00,Yes Planet,https://tickets5.planetcinema.co.il/order/394002?lang=en,Regular,אנקת גבהים,https://tickets5.planetcinema.co.il/order/394002?lang=he,,2D,1316092,242
1a42c863-90aa-c5af-6d62-323a5bb85b84,2026-03-02 12:00:00+00,"""Wuthering Heights""",English,Haifa,2026-03-02,21:50:00,Yes Planet,https://tickets5.planetcinema.co.il/order/911397?lang=en,Regular,אנקת גבהים,https://tickets5.planetcinema.co.il/order/911397?lang=he,,2D,1316092,242
47951baf-2777-6b21-2cd8-a711097954aa,2026-03-02 12:00:00+00,DJ Ahmet,Macedonian,Haifa,2026-03-02,11:00:00,Yes Planet,https://tickets5.planetcinema.co.il/order/907179?lang=en,Regular,להזיז הרים,https://tickets5.planetcinema.co.il/order/907179?lang=he,,2D,1400743,242
e23beccc-a844-7ad5-825b-057941539d97,2026-03-02 12:00:00+00,DJ Ahmet,Macedonian,Haifa,2026-03-02,15:10:00,Yes Planet,https://tickets5.planetcinema.co.il/order/402232?lang=en,Regular,להזיז הרים,https://tickets5.planetcinema.co.il/order/402232?lang=he,,2D,1400743,242
ca66486a-086d-cdfe-1c4f-10751d75e02c,2026-03-02 12:00:00+00,DJ Ahmet,Macedonian,Haifa,2026-03-02,18:30:00,Yes Planet,https://tickets5.planetcinema.co.il/order/682561?lang=en,Regular,להזיז הרים,https://tickets5.planetcinema.co.il/order/682561?lang=he,,2D,1400743,242
ebb68d67-2463-2a5e-f05a-f6e71f113919,2026-03-02 12:00:00+00,DJ Ahmet,Macedonian,Haifa,2026-03-02,21:50:00,Yes Planet,https://tickets5.planetcinema.co.il/order/167270?lang=en,Regular,להזיז הרים,https://tickets5.planetcinema.co.il/order/167270?lang=he,,2D,1400743,242
bc8af4ba-25bd-460b-33ef-b32e73ba6236,2026-03-02 12:00:00+00,GOAT,English,Haifa,2026-03-02,10:20:00,Yes Planet,https://tickets5.planetcinema.co.il/order/372441?lang=en,Regular,להעז בגדול,https://tickets5.planetcinema.co.il/order/372441?lang=he,,2D,1297842,242
a3d6c5e8-4e0d-b603-e928-883399d3e44d,2026-03-02 12:00:00+00,GOAT,English,Haifa,2026-03-02,11:00:00,Yes Planet,https://tickets5.planetcinema.co.il/order/725121?lang=en,Regular,להעז בגדול,https://tickets5.planetcinema.co.il/order/725121?lang=he,,2D,1297842,242
970d79d6-cdcb-c150-e15d-11733d46501c,2026-03-02 12:00:00+00,GOAT,English,Haifa,2026-03-02,17:30:00,Yes Planet,https://tickets5.planetcinema.co.il/order/956260?lang=en,Regular,להעז בגדול,https://tickets5.planetcinema.co.il/order/956260?lang=he,,2D,1297842,242
54365dd2-6424-af20-0f17-4da0ecd3a0c3,2026-03-02 12:00:00+00,GOAT,English,Haifa,2026-03-02,18:30:00,Yes Planet,https://tickets5.planetcinema.co.il/order/852110?lang=en,Regular,להעז בגדול,https://tickets5.planetcinema.co.il/order/852110?lang=he,,2D,1297842,242
